datetime,year,month,day,hour,et_actual_mm,et_crop_adjusted_mm,effective_precip_mm,et_green_mm,et_blue_mm
2020-01-07 06:00:00,2020,1,7,6,2.2543997847450674,1.1271998923725337,0.0,0.0,1.1271998923725337
2020-01-07 12:00:00,2020,1,7,12,3.0612309639113,1.53061548195565,0.0,0.0,1.53061548195565
2020-01-07 18:00:00,2020,1,7,18,1.4810140066313713,0.7405070033156856,0.0,0.0,0.7405070033156856
2020-01-08 00:00:00,2020,1,8,0,1.288459888922862,0.644229944461431,0.0,0.0,0.644229944461431
2020-01-08 06:00:00,2020,1,8,6,1.5722263537595775,0.7861131768797888,0.0,0.0,0.7861131768797888
2020-01-08 12:00:00,2020,1,8,12,3.620048381105665,1.8100241905528325,12.766690407647413,1.8100241905528325,0.0
2020-01-08 18:00:00,2020,1,8,18,1.824975164112189,0.9124875820560945,0.0,0.0,0.9124875820560945
2020-01-09 00:00:00,2020,1,9,0,1.4747030166916362,0.7373515083458181,0.0,0.0,0.7373515083458181
2020-01-09 06:00:00,2020,1,9,6,1.507936658320299,0.7539683291601496,0.0,0.0,0.7539683291601496
2020-01-09 12:00:00,2020,1,9,12,3.297582858653413,1.6487914293267065,0.0,0.0,1.6487914293267065
2020-01-09 18:00:00,2020,1,9,18,2.020407882763312,1.010203941381656,0.0,0.0,1.010203941381656
2020-01-10 00:00:00,2020,1,10,0,1.7719190847702442,0.8859595423851221,0.0,0.0,0.8859595423851221
2020-01-10 06:00:00,2020,1,10,6,1.8554985346683612,0.9277492673341806,0.0,0.0,0.9277492673341806
2020-01-10 12:00:00,2020,1,10,12,3.7141144290122017,1.8570572145061008,0.0,0.0,1.8570572145061008
2020-01-10 18:00:00,2020,1,10,18,1.3069183469461576,0.6534591734730788,0.0,0.0,0.6534591734730788
2020-01-11 00:00:00,2020,1,11,0,1.8602972444102832,0.9301486222051416,0.0,0.0,0.9301486222051416
2020-01-11 06:00:00,2020,1,11,6,1.6000600099261957,0.8000300049630978,0.0,0.0,0.8000300049630978
2020-01-11 12:00:00,2020,1,11,12,2.792338504822876,1.396169252411438,0.0,0.0,1.396169252411438
2020-01-11 18:00:00,2020,1,11,18,1.6983921600759324,0.8491960800379662,0.0,0.0,0.8491960800379662
2020-01-12 00:00:00,2020,1,12,0,1.7284655498178076,0.8642327749089038,0.0,0.0,0.8642327749089038
2020-01-12 06:00:00,2020,1,12,6,1.6847281734000716,0.8423640867000358,0.0,0.0,0.8423640867000358
2020-01-12 12:00:00,2020,1,12,12,3.185717367276045,1.5928586836380225,0.0,0.0,1.5928586836380225
2020-01-12 18:00:00,2020,1,12,18,1.7052191820933276,0.8526095910466638,0.0,0.0,0.8526095910466638
2020-01-13 00:00:00,2020,1,13,0,1.7718751598339952,0.8859375799169976,0.0,0.0,0.8859375799169976
2020-01-13 06:00:00,2020,1,13,6,1.515176673624033,0.7575883368120165,0.0,0.0,0.7575883368120165
2020-01-13 12:00:00,2020,1,13,12,3.3644493310418206,1.6822246655209103,0.0,0.0,1.6822246655209103
2020-01-13 18:00:00,2020,1,13,18,1.8282659023859484,0.9141329511929742,0.0,0.0,0.9141329511929742
2020-01-14 00:00:00,2020,1,14,0,2.0283680981278893,1.0141840490639447,6.374248321763746,1.0141840490639447,0.0
2020-01-14 06:00:00,2020,1,14,6,1.315667482773441,0.6578337413867205,0.0,0.0,0.6578337413867205
2020-01-14 12:00:00,2020,1,14,12,3.4001325635404367,1.7000662817702183,0.0,0.0,1.7000662817702183
2020-01-14 18:00:00,2020,1,14,18,1.5786762900957567,0.7893381450478784,0.0,0.0,0.7893381450478784
2020-01-15 00:00:00,2020,1,15,0,2.0381403532681457,1.0190701766340728,0.0,0.0,1.0190701766340728
2020-01-15 06:00:00,2020,1,15,6,1.848453351357773,0.9242266756788865,0.0,0.0,0.9242266756788865
2020-01-15 12:00:00,2020,1,15,12,2.9455419674559966,1.4727709837279983,0.0,0.0,1.4727709837279983
2020-01-15 18:00:00,2020,1,15,18,1.6257710435444317,0.8128855217722158,0.0,0.0,0.8128855217722158
2020-01-16 00:00:00,2020,1,16,0,1.646744042868917,0.8233720214344585,0.0,0.0,0.8233720214344585
2020-01-16 06:00:00,2020,1,16,6,1.651634631445498,0.825817315722749,0.0,0.0,0.825817315722749
2020-01-16 12:00:00,2020,1,16,12,3.46392770559061,1.731963852795305,0.0,0.0,1.731963852795305
2020-01-16 18:00:00,2020,1,16,18,1.7697391996132863,0.8848695998066431,0.0,0.0,0.8848695998066431
2020-01-17 00:00:00,2020,1,17,0,1.6501735646353897,0.8250867823176948,0.0,0.0,0.8250867823176948
2020-01-17 06:00:00,2020,1,17,6,1.5123752252325018,0.7561876126162509,0.0,0.0,0.7561876126162509
2020-01-17 12:00:00,2020,1,17,12,3.405060794974784,1.702530397487392,0.0,0.0,1.702530397487392
2020-01-17 18:00:00,2020,1,17,18,1.6614743372629992,0.8307371686314996,0.0,0.0,0.8307371686314996
2020-01-18 00:00:00,2020,1,18,0,1.195707806537218,0.597853903268609,0.0,0.0,0.597853903268609
2020-01-18 06:00:00,2020,1,18,6,1.7974578894499684,0.8987289447249842,0.0,0.0,0.8987289447249842
2020-01-18 12:00:00,2020,1,18,12,3.276098665409001,1.6380493327045005,0.0,0.0,1.6380493327045005
2020-01-18 18:00:00,2020,1,18,18,1.980953670112461,0.9904768350562305,0.0,0.0,0.9904768350562305
2020-01-19 00:00:00,2020,1,19,0,1.699754769405551,0.8498773847027755,0.0,0.0,0.8498773847027755
2020-01-19 06:00:00,2020,1,19,6,1.6692561914992567,0.8346280957496284,0.0,0.0,0.8346280957496284
2020-01-19 12:00:00,2020,1,19,12,4.493736988770152,2.246868494385076,8.104160465150002,2.246868494385076,0.0
2020-01-19 18:00:00,2020,1,19,18,2.6080900947911285,1.3040450473955643,21.292282077177596,1.3040450473955643,0.0
2020-01-20 00:00:00,2020,1,20,0,1.476840591954386,0.738420295977193,0.0,0.0,0.738420295977193
2020-01-20 06:00:00,2020,1,20,6,2.119527028907552,1.059763514453776,9.954748661784294,1.059763514453776,0.0
2020-01-20 12:00:00,2020,1,20,12,3.2119595786006845,1.6059797893003422,0.0,0.0,1.6059797893003422
2020-01-20 18:00:00,2020,1,20,18,1.445148791090896,0.722574395545448,0.0,0.0,0.722574395545448
2020-01-21 00:00:00,2020,1,21,0,1.771419135016163,0.8857095675080815,0.0,0.0,0.8857095675080815
2020-01-21 06:00:00,2020,1,21,6,1.721059715869088,0.860529857934544,0.0,0.0,0.860529857934544
2020-01-21 12:00:00,2020,1,21,12,3.605427964041344,1.802713982020672,2.62523878857248,1.802713982020672,0.0
2020-01-21 18:00:00,2020,1,21,18,2.13006381937894,1.06503190968947,0.0,0.0,1.06503190968947
2020-01-22 00:00:00,2020,1,22,0,1.894978513113457,0.9474892565567286,4.949712767994971,0.9474892565567286,0.0
2020-01-22 06:00:00,2020,1,22,6,1.4805208064417987,0.7402604032208994,0.0,0.0,0.7402604032208994
2020-01-22 12:00:00,2020,1,22,12,3.3345545276741637,1.6672772638370819,0.0,0.0,1.6672772638370819
2020-01-22 18:00:00,2020,1,22,18,1.430854928021229,0.7154274640106145,0.0,0.0,0.7154274640106145
2020-01-23 00:00:00,2020,1,23,0,1.834016871003074,0.917008435501537,0.0,0.0,0.917008435501537
2020-01-23 06:00:00,2020,1,23,6,1.6571696418283153,0.8285848209141576,0.0,0.0,0.8285848209141576
2020-01-23 12:00:00,2020,1,23,12,2.9571709820698944,1.4785854910349472,0.0,0.0,1.4785854910349472
2020-01-23 18:00:00,2020,1,23,18,2.291743468884035,1.1458717344420175,5.734377380873719,1.1458717344420175,0.0
2020-01-24 00:00:00,2020,1,24,0,1.614135115205987,0.8070675576029935,0.0,0.0,0.8070675576029935
2020-01-24 06:00:00,2020,1,24,6,1.7197565771679213,0.8598782885839606,0.0,0.0,0.8598782885839606
2020-01-24 12:00:00,2020,1,24,12,3.687003427126992,1.843501713563496,0.0,0.0,1.843501713563496
2020-01-24 18:00:00,2020,1,24,18,1.869179876842576,0.934589938421288,0.0,0.0,0.934589938421288
2020-01-25 00:00:00,2020,1,25,0,1.538652514866366,0.769326257433183,0.0,0.0,0.769326257433183
2020-01-25 06:00:00,2020,1,25,6,1.9031850623744464,0.9515925311872232,0.0,0.0,0.9515925311872232
2020-01-25 12:00:00,2020,1,25,12,3.213700728497761,1.6068503642488805,0.0,0.0,1.6068503642488805
2020-01-25 18:00:00,2020,1,25,18,1.8840144199525712,0.9420072099762856,0.0,0.0,0.9420072099762856
2020-01-26 00:00:00,2020,1,26,0,1.7330865994655826,0.8665432997327913,0.0,0.0,0.8665432997327913
2020-01-26 06:00:00,2020,1,26,6,1.6062245178613963,0.8031122589306982,0.0,0.0,0.8031122589306982
2020-01-26 12:00:00,2020,1,26,12,3.2168334356956616,1.6084167178478308,0.0,0.0,1.6084167178478308
2020-01-26 18:00:00,2020,1,26,18,1.6185884081555584,0.8092942040777792,0.0,0.0,0.8092942040777792
2020-01-27 00:00:00,2020,1,27,0,1.6333495903041495,0.8166747951520748,0.0,0.0,0.8166747951520748
2020-01-27 06:00:00,2020,1,27,6,1.3967755348759845,0.6983877674379922,0.0,0.0,0.6983877674379922
2020-01-27 12:00:00,2020,1,27,12,3.5070184797979698,1.7535092398989849,0.0,0.0,1.7535092398989849
2020-01-27 18:00:00,2020,1,27,18,1.857770799794568,0.928885399897284,0.0,0.0,0.928885399897284
2020-01-28 00:00:00,2020,1,28,0,2.080053418817554,1.040026709408777,0.0,0.0,1.040026709408777
2020-01-28 06:00:00,2020,1,28,6,1.6646809140923091,0.8323404570461546,0.0,0.0,0.8323404570461546
2020-01-28 12:00:00,2020,1,28,12,3.5467296338983587,1.7733648169491794,0.0,0.0,1.7733648169491794
2020-01-28 18:00:00,2020,1,28,18,1.9957161887384625,0.9978580943692312,0.0,0.0,0.9978580943692312
2020-01-29 00:00:00,2020,1,29,0,1.4578936623096836,0.7289468311548418,0.0,0.0,0.7289468311548418
2020-01-29 06:00:00,2020,1,29,6,1.841494567869246,0.920747283934623,0.0,0.0,0.920747283934623
2020-01-29 12:00:00,2020,1,29,12,3.422481607365019,1.7112408036825095,0.0,0.0,1.7112408036825095
2020-01-29 18:00:00,2020,1,29,18,1.7091516508658424,0.8545758254329212,0.0,0.0,0.8545758254329212
2020-01-30 00:00:00,2020,1,30,0,1.8206096410500483,0.9103048205250241,0.0,0.0,0.9103048205250241
2020-01-30 06:00:00,2020,1,30,6,1.857201068934412,0.928600534467206,0.0,0.0,0.928600534467206
2020-01-30 12:00:00,2020,1,30,12,3.5788217136260174,1.7894108568130087,0.0,0.0,1.7894108568130087
2020-01-30 18:00:00,2020,1,30,18,1.9930979562038007,0.9965489781019004,5.954542633360538,0.9965489781019004,0.0
2020-01-31 00:00:00,2020,1,31,0,1.9547542767728583,0.9773771383864291,0.0,0.0,0.9773771383864291
2020-01-31 06:00:00,2020,1,31,6,1.9611374279571328,0.9805687139785664,0.0,0.0,0.9805687139785664
2020-01-31 12:00:00,2020,1,31,12,3.4769364338043784,1.7384682169021892,0.0,0.0,1.7384682169021892
2020-01-31 18:00:00,2020,1,31,18,1.5208915851028848,0.7604457925514424,0.0,0.0,0.7604457925514424
2020-02-01 00:00:00,2020,2,1,0,2.0689401133019185,1.0344700566509593,0.0,0.0,1.0344700566509593
2020-02-01 06:00:00,2020,2,1,6,1.5017916364271473,0.7508958182135737,0.0,0.0,0.7508958182135737
2020-02-01 12:00:00,2020,2,1,12,3.2437752704206555,1.6218876352103277,0.0,0.0,1.6218876352103277
2020-02-01 18:00:00,2020,2,1,18,1.7015228784249357,0.8507614392124678,0.0,0.0,0.8507614392124678
2020-02-02 00:00:00,2020,2,2,0,2.021799533167155,1.0108997665835775,0.0,0.0,1.0108997665835775
2020-02-02 06:00:00,2020,2,2,6,1.634494881934098,0.817247440967049,0.0,0.0,0.817247440967049
2020-02-02 12:00:00,2020,2,2,12,3.474580948241972,1.737290474120986,0.0,0.0,1.737290474120986
2020-02-02 18:00:00,2020,2,2,18,1.5190823128895503,0.7595411564447752,0.0,0.0,0.7595411564447752
2020-02-03 00:00:00,2020,2,3,0,1.956064967408552,0.978032483704276,0.0,0.0,0.978032483704276
2020-02-03 06:00:00,2020,2,3,6,1.610003390867197,0.8050016954335985,0.0,0.0,0.8050016954335985
2020-02-03 12:00:00,2020,2,3,12,3.4648492905930617,1.7324246452965308,0.0,0.0,1.7324246452965308
2020-02-03 18:00:00,2020,2,3,18,2.3629448326309053,1.1814724163154526,0.0,0.0,1.1814724163154526
2020-02-04 00:00:00,2020,2,4,0,1.6969163543433985,0.8484581771716992,0.0,0.0,0.8484581771716992
2020-02-04 06:00:00,2020,2,4,6,1.8183465811273851,0.9091732905636926,0.0,0.0,0.9091732905636926
2020-02-04 12:00:00,2020,2,4,12,3.9852130881726393,1.9926065440863197,0.0,0.0,1.9926065440863197
2020-02-04 18:00:00,2020,2,4,18,1.957477970655077,0.9787389853275384,0.0,0.0,0.9787389853275384
2020-02-05 00:00:00,2020,2,5,0,1.909228803469216,0.954614401734608,0.0,0.0,0.954614401734608
2020-02-05 06:00:00,2020,2,5,6,1.7820739142766613,0.8910369571383306,0.0,0.0,0.8910369571383306
2020-02-05 12:00:00,2020,2,5,12,4.741085950656692,2.370542975328346,16.166089470047368,2.370542975328346,0.0
2020-02-05 18:00:00,2020,2,5,18,2.048396265529274,1.024198132764637,1.464949769512123,1.024198132764637,0.0
2020-02-06 00:00:00,2020,2,6,0,1.7688007567486543,0.8844003783743272,0.0,0.0,0.8844003783743272
2020-02-06 06:00:00,2020,2,6,6,2.04589184488194,1.02294592244097,0.0,0.0,1.02294592244097
2020-02-06 12:00:00,2020,2,6,12,3.3543184979686917,1.6771592489843459,0.0,0.0,1.6771592489843459
2020-02-06 18:00:00,2020,2,6,18,2.071180714164389,1.0355903570821945,0.0,0.0,1.0355903570821945
2020-02-07 00:00:00,2020,2,7,0,1.839860312156328,0.919930156078164,0.0,0.0,0.919930156078164
2020-02-07 06:00:00,2020,2,7,6,1.8546016151787263,0.9273008075893632,0.0,0.0,0.9273008075893632
2020-02-07 12:00:00,2020,2,7,12,3.7748456897516114,1.8874228448758057,0.0,0.0,1.8874228448758057
2020-02-07 18:00:00,2020,2,7,18,1.5020497079784645,0.7510248539892322,0.0,0.0,0.7510248539892322
2020-02-08 00:00:00,2020,2,8,0,1.6641484591502818,0.8320742295751409,0.0,0.0,0.8320742295751409
2020-02-08 06:00:00,2020,2,8,6,1.8222646384469587,0.9111323192234794,0.0,0.0,0.9111323192234794
2020-02-08 12:00:00,2020,2,8,12,4.206905975997173,2.1034529879985864,6.848103369233765,2.1034529879985864,0.0
2020-02-08 18:00:00,2020,2,8,18,1.7981754843198587,0.8990877421599294,0.0,0.0,0.8990877421599294
2020-02-09 00:00:00,2020,2,9,0,1.976889483200198,0.988444741600099,0.0,0.0,0.988444741600099
2020-02-09 06:00:00,2020,2,9,6,1.9399933918224987,0.9699966959112494,0.0,0.0,0.9699966959112494
2020-02-09 12:00:00,2020,2,9,12,3.5608775382437687,1.7804387691218844,0.0,0.0,1.7804387691218844
2020-02-09 18:00:00,2020,2,9,18,1.6770391372629443,0.8385195686314721,0.0,0.0,0.8385195686314721
2020-02-10 00:00:00,2020,2,10,0,1.5327441826348187,0.7663720913174094,0.0,0.0,0.7663720913174094
2020-02-10 06:00:00,2020,2,10,6,2.3305215632047744,1.1652607816023872,0.0,0.0,1.1652607816023872
2020-02-10 12:00:00,2020,2,10,12,3.603459746231449,1.8017298731157245,0.0,0.0,1.8017298731157245
2020-02-10 18:00:00,2020,2,10,18,1.8768779549347416,0.9384389774673708,0.0,0.0,0.9384389774673708
2020-02-11 00:00:00,2020,2,11,0,2.6191335100649336,1.3095667550324668,7.298470896933151,1.3095667550324668,0.0
2020-02-11 06:00:00,2020,2,11,6,2.413304029497287,1.2066520147486435,0.0,0.0,1.2066520147486435
2020-02-11 12:00:00,2020,2,11,12,4.28396845141032,2.14198422570516,0.0,0.0,2.14198422570516
2020-02-11 18:00:00,2020,2,11,18,2.3709571651631585,1.1854785825815792,6.06771957808969,1.1854785825815792,0.0
2020-02-12 00:00:00,2020,2,12,0,2.035713137427983,1.0178565687139915,0.0,0.0,1.0178565687139915
2020-02-12 06:00:00,2020,2,12,6,1.82172554681966,0.91086277340983,0.0,0.0,0.91086277340983
2020-02-12 12:00:00,2020,2,12,12,3.605126633581596,1.802563316790798,0.0,0.0,1.802563316790798
2020-02-12 18:00:00,2020,2,12,18,1.6796411496267802,0.8398205748133901,0.0,0.0,0.8398205748133901
2020-02-13 00:00:00,2020,2,13,0,1.6872279625652953,0.8436139812826476,0.0,0.0,0.8436139812826476
2020-02-13 06:00:00,2020,2,13,6,1.5667163172710612,0.7833581586355306,0.0,0.0,0.7833581586355306
2020-02-13 12:00:00,2020,2,13,12,3.7750400116054186,1.8875200058027093,0.0,0.0,1.8875200058027093
2020-02-13 18:00:00,2020,2,13,18,1.933535314595403,0.9667676572977015,0.0,0.0,0.9667676572977015
2020-02-14 00:00:00,2020,2,14,0,2.3118148230090383,1.1559074115045191,0.0,0.0,1.1559074115045191
2020-02-14 06:00:00,2020,2,14,6,1.7668649566390735,0.8834324783195368,0.0,0.0,0.8834324783195368
2020-02-14 12:00:00,2020,2,14,12,3.8616540552216105,1.9308270276108053,0.0,0.0,1.9308270276108053
2020-02-14 18:00:00,2020,2,14,18,1.6917309320244216,0.8458654660122108,0.0,0.0,0.8458654660122108
2020-02-15 00:00:00,2020,2,15,0,2.15656626986059,1.078283134930295,0.0,0.0,1.078283134930295
2020-02-15 06:00:00,2020,2,15,6,1.6473397530467997,0.8236698765233998,0.0,0.0,0.8236698765233998
2020-02-15 12:00:00,2020,2,15,12,4.084971995868563,2.0424859979342815,6.115578838274379,2.0424859979342815,0.0
2020-02-15 18:00:00,2020,2,15,18,1.785098927622835,0.8925494638114175,0.0,0.0,0.8925494638114175
2020-02-16 00:00:00,2020,2,16,0,1.7193583734794344,0.8596791867397172,0.0,0.0,0.8596791867397172
2020-02-16 06:00:00,2020,2,16,6,2.010814163205097,1.0054070816025484,0.0,0.0,1.0054070816025484
2020-02-16 12:00:00,2020,2,16,12,3.9883014770344634,1.9941507385172317,0.0,0.0,1.9941507385172317
2020-02-16 18:00:00,2020,2,16,18,2.1436062426143483,1.0718031213071741,0.0,0.0,1.0718031213071741
2020-02-17 00:00:00,2020,2,17,0,1.929966357517984,0.964983178758992,0.0,0.0,0.964983178758992
2020-02-17 06:00:00,2020,2,17,6,1.6432568007001624,0.8216284003500812,0.0,0.0,0.8216284003500812
2020-02-17 12:00:00,2020,2,17,12,3.9233371624705424,1.9616685812352712,0.0,0.0,1.9616685812352712
2020-02-17 18:00:00,2020,2,17,18,2.1768105178183967,1.0884052589091984,0.0,0.0,1.0884052589091984
2020-02-18 00:00:00,2020,2,18,0,2.054457067421005,1.0272285337105025,0.0,0.0,1.0272285337105025
2020-02-18 06:00:00,2020,2,18,6,1.9152773624157564,0.9576386812078782,0.0,0.0,0.9576386812078782
2020-02-18 12:00:00,2020,2,18,12,4.37129184436819,2.185645922184095,4.71679650236262,2.185645922184095,0.0
2020-02-18 18:00:00,2020,2,18,18,1.633410374363229,0.8167051871816144,0.0,0.0,0.8167051871816144
2020-02-19 00:00:00,2020,2,19,0,2.000021520904728,1.000010760452364,0.0,0.0,1.000010760452364
2020-02-19 06:00:00,2020,2,19,6,2.037633486568443,1.0188167432842214,0.0,0.0,1.0188167432842214
2020-02-19 12:00:00,2020,2,19,12,3.92177315436625,1.960886577183125,0.0,0.0,1.960886577183125
2020-02-19 18:00:00,2020,2,19,18,1.8832746931209203,0.9416373465604602,0.0,0.0,0.9416373465604602
2020-02-20 00:00:00,2020,2,20,0,2.3093379184698475,1.1546689592349237,0.0,0.0,1.1546689592349237
2020-02-20 06:00:00,2020,2,20,6,2.176387550067758,1.088193775033879,0.0,0.0,1.088193775033879
2020-02-20 12:00:00,2020,2,20,12,4.4873300122726665,2.2436650061363332,0.0,0.0,2.2436650061363332
2020-02-20 18:00:00,2020,2,20,18,1.9671308913328645,0.9835654456664322,0.0,0.0,0.9835654456664322
2020-02-21 00:00:00,2020,2,21,0,1.8986197050736004,0.9493098525368002,0.0,0.0,0.9493098525368002
2020-02-21 06:00:00,2020,2,21,6,1.7772799592165656,0.8886399796082828,0.0,0.0,0.8886399796082828
2020-02-21 12:00:00,2020,2,21,12,4.047665189114224,2.023832594557112,0.0,0.0,2.023832594557112
2020-02-21 18:00:00,2020,2,21,18,2.169464647129583,1.0847323235647914,0.0,0.0,1.0847323235647914
2020-02-22 00:00:00,2020,2,22,0,2.358022507155506,1.179011253577753,0.0,0.0,1.179011253577753
2020-02-22 06:00:00,2020,2,22,6,2.054146513431125,1.0270732567155625,0.0,0.0,1.0270732567155625
2020-02-22 12:00:00,2020,2,22,12,4.343532026368516,2.171766013184258,0.0,0.0,2.171766013184258
2020-02-22 18:00:00,2020,2,22,18,2.039806770380419,1.0199033851902095,0.0,0.0,1.0199033851902095
2020-02-23 00:00:00,2020,2,23,0,2.065517483257272,1.032758741628636,0.0,0.0,1.032758741628636
2020-02-23 06:00:00,2020,2,23,6,2.0987338759655296,1.0493669379827648,0.0,0.0,1.0493669379827648
2020-02-23 12:00:00,2020,2,23,12,4.262061368173721,2.1310306840868605,2.729821339010901,2.1310306840868605,0.0
2020-02-23 18:00:00,2020,2,23,18,2.101997478262993,1.0509987391314966,0.0,0.0,1.0509987391314966
2020-02-24 00:00:00,2020,2,24,0,2.019396204227994,1.009698102113997,0.0,0.0,1.009698102113997
2020-02-24 06:00:00,2020,2,24,6,2.095863987517232,1.047931993758616,0.0,0.0,1.047931993758616
2020-02-24 12:00:00,2020,2,24,12,4.828728680221345,2.4143643401106725,0.0,0.0,2.4143643401106725
2020-02-24 18:00:00,2020,2,24,18,2.0908821075675488,1.0454410537837744,0.0,0.0,1.0454410537837744
2020-02-25 00:00:00,2020,2,25,0,2.2986906053853247,1.1493453026926623,0.0,0.0,1.1493453026926623
2020-02-25 06:00:00,2020,2,25,6,2.077554833763492,1.038777416881746,0.0,0.0,1.038777416881746
2020-02-25 12:00:00,2020,2,25,12,4.687411451110113,2.3437057255550564,0.0,0.0,2.3437057255550564
2020-02-25 18:00:00,2020,2,25,18,2.0480240407198047,1.0240120203599024,0.0,0.0,1.0240120203599024
2020-02-26 00:00:00,2020,2,26,0,1.927893366622214,0.963946683311107,0.0,0.0,0.963946683311107
2020-02-26 06:00:00,2020,2,26,6,1.8616531996498915,0.9308265998249458,0.0,0.0,0.9308265998249458
2020-02-26 12:00:00,2020,2,26,12,4.369414123592523,2.1847070617962614,4.061839146171977,2.1847070617962614,0.0
2020-02-26 18:00:00,2020,2,26,18,1.722051588484757,0.8610257942423785,0.0,0.0,0.8610257942423785
2020-02-27 00:00:00,2020,2,27,0,2.443018557025065,1.2215092785125325,4.903859557497312,1.2215092785125325,0.0
2020-02-27 06:00:00,2020,2,27,6,1.76618413304475,0.883092066522375,0.0,0.0,0.883092066522375
2020-02-27 12:00:00,2020,2,27,12,4.524510124297616,2.262255062148808,0.0,0.0,2.262255062148808
2020-02-27 18:00:00,2020,2,27,18,2.1752197641467874,1.0876098820733937,0.0,0.0,1.0876098820733937
2020-02-28 00:00:00,2020,2,28,0,1.9353198555959288,0.9676599277979644,0.0,0.0,0.9676599277979644
2020-02-28 06:00:00,2020,2,28,6,2.4247202916201074,1.2123601458100537,0.0,0.0,1.2123601458100537
2020-02-28 12:00:00,2020,2,28,12,4.570265495678119,2.2851327478390595,0.0,0.0,2.2851327478390595
2020-02-28 18:00:00,2020,2,28,18,2.271315406410636,1.135657703205318,0.0,0.0,1.135657703205318
2020-02-29 00:00:00,2020,2,29,0,2.0977818220849564,1.0488909110424782,0.0,0.0,1.0488909110424782
2020-02-29 06:00:00,2020,2,29,6,2.0562634910714466,1.0281317455357233,0.0,0.0,1.0281317455357233
2020-02-29 12:00:00,2020,2,29,12,4.083850059314869,2.0419250296574347,0.0,0.0,2.0419250296574347
2020-02-29 18:00:00,2020,2,29,18,2.071803023020553,1.0359015115102765,0.0,0.0,1.0359015115102765
2020-03-01 00:00:00,2020,3,1,0,2.2030735566046915,1.1015367783023458,0.0,0.0,1.1015367783023458
2020-03-01 06:00:00,2020,3,1,6,2.1426184194877416,1.0713092097438708,0.0,0.0,1.0713092097438708
2020-03-01 12:00:00,2020,3,1,12,4.598224419078998,2.299112209539499,0.0,0.0,2.299112209539499
2020-03-01 18:00:00,2020,3,1,18,1.917539584549232,0.958769792274616,0.0,0.0,0.958769792274616
2020-03-02 00:00:00,2020,3,2,0,2.3074118148484857,1.1537059074242428,0.0,0.0,1.1537059074242428
2020-03-02 06:00:00,2020,3,2,6,2.0935572935361217,1.0467786467680609,0.0,0.0,1.0467786467680609
2020-03-02 12:00:00,2020,3,2,12,4.633890426214903,2.3169452131074517,0.0,0.0,2.3169452131074517
2020-03-02 18:00:00,2020,3,2,18,2.07440487468204,1.03720243734102,0.0,0.0,1.03720243734102
2020-03-03 00:00:00,2020,3,3,0,2.134179133692431,1.0670895668462155,0.0,0.0,1.0670895668462155
